en000081_r0	The meeting has been rescheduled to three p.m. this afternoon.
en000082_r0	Could you please spell your last name for me?
en000083_r0	Our office hours are from nine to six, Monday to Friday.
en000084_r0	Please leave a message after the tone and we will call you back.
en000085_r0	Your package has been shipped and will arrive tomorrow.
en000086_r0	I will connect you to the technical support team now.
en000087_r0	Welcome to our customer service center, this is Amy speaking.
en000088_r0	Can you confirm your phone number, please?
en000089_r0	The product is currently out of stock, sorry for the inconvenience.
en000090_r0	Hello, thank you for calling. How may I help you today?
en000091_r0	Please hold for a moment while I transfer your call.
en000092_r0	I'm sorry, the line is busy. Could you please try again later?
en000093_r0	Your appointment is confirmed for next Monday at ten a.m.
en000094_r0	May I have your order number and email address, please?
en000095_r0	Thank you for your patience. Have a wonderful day.
en000096_r0	The meeting has been rescheduled to three p.m. this afternoon.
en000097_r0	Could you please spell your last name for me?
en000098_r0	Our office hours are from nine to six, Monday to Friday.
en000099_r0	Please leave a message after the tone and we will call you back.
en000100_r0	Your package has been shipped and will arrive tomorrow.
en000101_r0	I will connect you to the technical support team now.
en000102_r0	Welcome to our customer service center, this is Amy speaking.
en000103_r0	Can you confirm your phone number, please?
en000104_r0	The product is currently out of stock, sorry for the inconvenience.
en000105_r0	Hello, thank you for calling. How may I help you today?
en000106_r0	Please hold for a moment while I transfer your call.
en000107_r0	I'm sorry, the line is busy. Could you please try again later?
en000108_r0	Your appointment is confirmed for next Monday at ten a.m.
en000109_r0	May I have your order number and email address, please?
en000110_r0	Thank you for your patience. Have a wonderful day.
en000111_r0	The meeting has been rescheduled to three p.m. this afternoon.
en000112_r0	Could you please spell your last name for me?
en000113_r0	Our office hours are from nine to six, Monday to Friday.
en000114_r0	Please leave a message after the tone and we will call you back.
en000115_r0	Your package has been shipped and will arrive tomorrow.
en000116_r0	I will connect you to the technical support team now.
en000117_r0	Welcome to our customer service center, this is Amy speaking.
en000118_r0	Can you confirm your phone number, please?
en000119_r0	The product is currently out of stock, sorry for the inconvenience.
enmix000120_r0	Sorry, Amy is in a meeting, 需要留言嗎?
enmix000121_r0	Sorry, Amy is in a meeting, 需要留言嗎?
enmix000122_r0	Sorry, Tony is in a meeting, 需要留言嗎?
enmix000123_r0	The AI assistant system is now online, 歡迎使用。
enmix000124_r0	Vivian said the iPhone is ready, 請您稍等一下。
enmix000125_r0	I will transfer you to Vivian, 他的分機是 213。
enmix000126_r0	Your iPhone account has been updated, 請查收 email。
enmix000127_r0	Please check your online banking, 謝謝您的配合。
enmix000128_r0	I will transfer you to David, 他的分機是 456。
enmix000129_r0	Your AI assistant account has been updated, 請查收 email。
enmix000130_r0	Amy said the AI assistant is ready, 請您稍等一下。
enmix000131_r0	I will transfer you to Tony, 他的分機是 399。
enmix000132_r0	Your HDMI account has been updated, 請查收 email。
enmix000133_r0	Your email account has been updated, 請查收 email。
enmix000134_r0	The Zoom system is now online, 歡迎使用。
enmix000135_r0	Sorry, Amy is in a meeting, 需要留言嗎?
enmix000136_r0	Sorry, Grace is in a meeting, 需要留言嗎?
enmix000137_r0	Sorry, Vivian is in a meeting, 需要留言嗎?
enmix000138_r0	The Teams system is now online, 歡迎使用。
enmix000139_r0	Tony said the Windows is ready, 請您稍等一下。
enmix000140_r0	Please check your VPN, 謝謝您的配合。
enmix000141_r0	Your AI assistant account has been updated, 請查收 email。
enmix000142_r0	The AI assistant system is now online, 歡迎使用。
enmix000143_r0	Please check your HDMI, 謝謝您的配合。
enmix000144_r0	The online banking system is now online, 歡迎使用。
enmix000145_r0	I will transfer you to Grace, 他的分機是 658。
enmix000146_r0	I will transfer you to Tony, 他的分機是 785。
enmix000147_r0	Your online banking account has been updated, 請查收 email。
enmix000148_r0	Please check your Teams, 謝謝您的配合。
enmix000149_r0	Michael said the email is ready, 請您稍等一下。
enmix000150_r0	The online banking system is now online, 歡迎使用。
enmix000151_r0	Please check your iPhone, 謝謝您的配合。
enmix000152_r0	The AI assistant system is now online, 歡迎使用。
enmix000153_r0	The iPhone system is now online, 歡迎使用。
enmix000154_r0	I will transfer you to Tony, 他的分機是 134。
enmix000155_r0	Linda said the iPhone is ready, 請您稍等一下。
enmix000156_r0	Sorry, Grace is in a meeting, 需要留言嗎?
enmix000157_r0	The iPhone system is now online, 歡迎使用。
enmix000158_r0	I will transfer you to Grace, 他的分機是 764。
enmix000159_r0	Please check your Zoom, 謝謝您的配合。
enmix000160_r0	David said the HDMI is ready, 請您稍等一下。
enmix000161_r0	Sorry, Amy is in a meeting, 需要留言嗎?
enmix000162_r0	Please check your USB, 謝謝您的配合。
enmix000163_r0	Sarah said the USB is ready, 請您稍等一下。
enmix000164_r0	Your email account has been updated, 請查收 email。
enmix000165_r0	I will transfer you to Linda, 他的分機是 105。
enmix000166_r0	The server system is now online, 歡迎使用。
enmix000167_r0	The Windows system is now online, 歡迎使用。
enmix000168_r0	Your HDMI account has been updated, 請查收 email。
enmix000169_r0	The email system is now online, 歡迎使用。
enmix000170_r0	Sorry, Jason is in a meeting, 需要留言嗎?
enmix000171_r0	The Windows system is now online, 歡迎使用。
enmix000172_r0	Please check your Windows, 謝謝您的配合。
enmix000173_r0	The Wi-Fi system is now online, 歡迎使用。
enmix000174_r0	I will transfer you to Amy, 他的分機是 953。
enmix000175_r0	Sorry, Linda is in a meeting, 需要留言嗎?
enmix000176_r0	I will transfer you to Grace, 他的分機是 799。
enmix000177_r0	The Zoom system is now online, 歡迎使用。
enmix000178_r0	Please check your server, 謝謝您的配合。
enmix000179_r0	Please check your server, 謝謝您的配合。
enmix000180_r0	The server system is now online, 歡迎使用。
enmix000181_r0	Your VPN account has been updated, 請查收 email。
enmix000182_r0	Amy said the Windows is ready, 請您稍等一下。
enmix000183_r0	Sarah said the online banking is ready, 請您稍等一下。
enmix000184_r0	Your Wi-Fi account has been updated, 請查收 email。
enmix000185_r0	Your iPhone account has been updated, 請查收 email。
enmix000186_r0	Sorry, Kevin is in a meeting, 需要留言嗎?
enmix000187_r0	Please check your Windows, 謝謝您的配合。
enmix000188_r0	The Teams system is now online, 歡迎使用。
enmix000189_r0	Tony said the Teams is ready, 請您稍等一下。
enmix000190_r0	I will transfer you to David, 他的分機是 291。
enmix000191_r0	The email system is now online, 歡迎使用。
enmix000192_r0	Please check your email, 謝謝您的配合。
enmix000193_r0	The Windows system is now online, 歡迎使用。
enmix000194_r0	Sorry, Amy is in a meeting, 需要留言嗎?
enmix000195_r0	Please check your USB, 謝謝您的配合。
enmix000196_r0	The Wi-Fi system is now online, 歡迎使用。
enmix000197_r0	Your Teams account has been updated, 請查收 email。
enmix000198_r0	Please check your Wi-Fi, 謝謝您的配合。
enmix000199_r0	Sorry, Linda is in a meeting, 需要留言嗎?
enmix000200_r0	Sorry, Tony is in a meeting, 需要留言嗎?
enmix000201_r0	Sorry, Michael is in a meeting, 需要留言嗎?
enmix000202_r0	Sorry, Sarah is in a meeting, 需要留言嗎?
enmix000203_r0	Please check your online banking, 謝謝您的配合。
enmix000204_r0	The email system is now online, 歡迎使用。
enmix000205_r0	Jason said the USB is ready, 請您稍等一下。
enmix000206_r0	Please check your AI assistant, 謝謝您的配合。
enmix000207_r0	I will transfer you to Amy, 他的分機是 421。
enmix000208_r0	I will transfer you to Vivian, 他的分機是 398。
enmix000209_r0	Jason said the email is ready, 請您稍等一下。
enmix000210_r0	I will transfer you to Kevin, 他的分機是 987。
enmix000211_r0	David said the Wi-Fi is ready, 請您稍等一下。
enmix000212_r0	Sarah said the Wi-Fi is ready, 請您稍等一下。
enmix000213_r0	Sorry, Amy is in a meeting, 需要留言嗎?
enmix000214_r0	The Zoom system is now online, 歡迎使用。
enmix000215_r0	Your online banking account has been updated, 請查收 email。
enmix000216_r0	I will transfer you to Vivian, 他的分機是 513。
enmix000217_r0	The VPN system is now online, 歡迎使用。
enmix000218_r0	David said the online banking is ready, 請您稍等一下。
enmix000219_r0	I will transfer you to Linda, 他的分機是 797。
enmix000220_r0	I will transfer you to David, 他的分機是 936。
enmix000221_r0	The AI assistant system is now online, 歡迎使用。
enmix000222_r0	I will transfer you to Kevin, 他的分機是 811。
enmix000223_r0	Michael said the AI assistant is ready, 請您稍等一下。
enmix000224_r0	Sorry, Michael is in a meeting, 需要留言嗎?
enmix000225_r0	Please check your Windows, 謝謝您的配合。
enmix000226_r0	Tony said the Wi-Fi is ready, 請您稍等一下。
enmix000227_r0	Jason said the server is ready, 請您稍等一下。
enmix000228_r0	I will transfer you to Kevin, 他的分機是 635。
enmix000229_r0	I will transfer you to Vivian, 他的分機是 771。
enmix000230_r0	Please check your Teams, 謝謝您的配合。
enmix000231_r0	The Teams system is now online, 歡迎使用。
enmix000232_r0	Please check your Teams, 謝謝您的配合。
enmix000233_r0	Jason said the HDMI is ready, 請您稍等一下。
enmix000234_r0	The online banking system is now online, 歡迎使用。
enmix000235_r0	Michael said the HDMI is ready, 請您稍等一下。
enmix000236_r0	The email system is now online, 歡迎使用。
enmix000237_r0	Please check your email, 謝謝您的配合。
enmix000238_r0	Please check your USB, 謝謝您的配合。
enmix000239_r0	Sorry, Tony is in a meeting, 需要留言嗎?
en000000_r1	Hello, thank you for calling. How may I help you today?
en000001_r1	Please hold for a moment while I transfer your call.
en000002_r1	I'm sorry, the line is busy. Could you please try again later?
en000003_r1	Your appointment is confirmed for next Monday at ten a.m.
en000004_r1	May I have your order number and email address, please?
en000005_r1	Thank you for your patience. Have a wonderful day.
en000006_r1	The meeting has been rescheduled to three p.m. this afternoon.
en000007_r1	Could you please spell your last name for me?
en000008_r1	Our office hours are from nine to six, Monday to Friday.
en000009_r1	Please leave a message after the tone and we will call you back.
en000010_r1	Your package has been shipped and will arrive tomorrow.
en000011_r1	I will connect you to the technical support team now.
en000012_r1	Welcome to our customer service center, this is Amy speaking.
en000013_r1	Can you confirm your phone number, please?
en000014_r1	The product is currently out of stock, sorry for the inconvenience.
en000015_r1	Hello, thank you for calling. How may I help you today?
en000016_r1	Please hold for a moment while I transfer your call.
en000017_r1	I'm sorry, the line is busy. Could you please try again later?
en000018_r1	Your appointment is confirmed for next Monday at ten a.m.
en000019_r1	May I have your order number and email address, please?
en000020_r1	Thank you for your patience. Have a wonderful day.
en000021_r1	The meeting has been rescheduled to three p.m. this afternoon.
en000022_r1	Could you please spell your last name for me?
en000023_r1	Our office hours are from nine to six, Monday to Friday.
en000024_r1	Please leave a message after the tone and we will call you back.
en000025_r1	Your package has been shipped and will arrive tomorrow.
en000026_r1	I will connect you to the technical support team now.
en000027_r1	Welcome to our customer service center, this is Amy speaking.
en000028_r1	Can you confirm your phone number, please?
en000029_r1	The product is currently out of stock, sorry for the inconvenience.
en000030_r1	Hello, thank you for calling. How may I help you today?
en000031_r1	Please hold for a moment while I transfer your call.
en000032_r1	I'm sorry, the line is busy. Could you please try again later?
en000033_r1	Your appointment is confirmed for next Monday at ten a.m.
en000034_r1	May I have your order number and email address, please?
en000035_r1	Thank you for your patience. Have a wonderful day.
en000036_r1	The meeting has been rescheduled to three p.m. this afternoon.
en000037_r1	Could you please spell your last name for me?
en000038_r1	Our office hours are from nine to six, Monday to Friday.
en000039_r1	Please leave a message after the tone and we will call you back.
en000040_r1	Your package has been shipped and will arrive tomorrow.
en000041_r1	I will connect you to the technical support team now.
en000042_r1	Welcome to our customer service center, this is Amy speaking.
en000043_r1	Can you confirm your phone number, please?
en000044_r1	The product is currently out of stock, sorry for the inconvenience.
en000045_r1	Hello, thank you for calling. How may I help you today?
en000046_r1	Please hold for a moment while I transfer your call.
en000047_r1	I'm sorry, the line is busy. Could you please try again later?
en000048_r1	Your appointment is confirmed for next Monday at ten a.m.
en000049_r1	May I have your order number and email address, please?
en000050_r1	Thank you for your patience. Have a wonderful day.
en000051_r1	The meeting has been rescheduled to three p.m. this afternoon.
en000052_r1	Could you please spell your last name for me?
en000053_r1	Our office hours are from nine to six, Monday to Friday.
en000054_r1	Please leave a message after the tone and we will call you back.
en000055_r1	Your package has been shipped and will arrive tomorrow.
en000056_r1	I will connect you to the technical support team now.
en000057_r1	Welcome to our customer service center, this is Amy speaking.
en000058_r1	Can you confirm your phone number, please?
en000059_r1	The product is currently out of stock, sorry for the inconvenience.
en000060_r1	Hello, thank you for calling. How may I help you today?
en000061_r1	Please hold for a moment while I transfer your call.
en000062_r1	I'm sorry, the line is busy. Could you please try again later?
en000063_r1	Your appointment is confirmed for next Monday at ten a.m.
en000064_r1	May I have your order number and email address, please?
en000065_r1	Thank you for your patience. Have a wonderful day.
en000066_r1	The meeting has been rescheduled to three p.m. this afternoon.
en000067_r1	Could you please spell your last name for me?
en000068_r1	Our office hours are from nine to six, Monday to Friday.
en000069_r1	Please leave a message after the tone and we will call you back.
en000070_r1	Your package has been shipped and will arrive tomorrow.
en000071_r1	I will connect you to the technical support team now.
en000072_r1	Welcome to our customer service center, this is Amy speaking.
en000073_r1	Can you confirm your phone number, please?
en000074_r1	The product is currently out of stock, sorry for the inconvenience.
en000075_r1	Hello, thank you for calling. How may I help you today?
en000076_r1	Please hold for a moment while I transfer your call.
en000077_r1	I'm sorry, the line is busy. Could you please try again later?
en000078_r1	Your appointment is confirmed for next Monday at ten a.m.
en000079_r1	May I have your order number and email address, please?
en000080_r1	Thank you for your patience. Have a wonderful day.
en000081_r1	The meeting has been rescheduled to three p.m. this afternoon.
en000082_r1	Could you please spell your last name for me?
en000083_r1	Our office hours are from nine to six, Monday to Friday.
en000084_r1	Please leave a message after the tone and we will call you back.
en000085_r1	Your package has been shipped and will arrive tomorrow.
en000086_r1	I will connect you to the technical support team now.
en000087_r1	Welcome to our customer service center, this is Amy speaking.
en000088_r1	Can you confirm your phone number, please?
en000089_r1	The product is currently out of stock, sorry for the inconvenience.
en000090_r1	Hello, thank you for calling. How may I help you today?
en000091_r1	Please hold for a moment while I transfer your call.
en000092_r1	I'm sorry, the line is busy. Could you please try again later?
en000093_r1	Your appointment is confirmed for next Monday at ten a.m.
en000094_r1	May I have your order number and email address, please?
en000095_r1	Thank you for your patience. Have a wonderful day.
en000096_r1	The meeting has been rescheduled to three p.m. this afternoon.
en000097_r1	Could you please spell your last name for me?
en000098_r1	Our office hours are from nine to six, Monday to Friday.
en000099_r1	Please leave a message after the tone and we will call you back.
en000100_r1	Your package has been shipped and will arrive tomorrow.
en000101_r1	I will connect you to the technical support team now.
en000102_r1	Welcome to our customer service center, this is Amy speaking.
en000103_r1	Can you confirm your phone number, please?
en000104_r1	The product is currently out of stock, sorry for the inconvenience.
en000105_r1	Hello, thank you for calling. How may I help you today?
en000106_r1	Please hold for a moment while I transfer your call.
en000107_r1	I'm sorry, the line is busy. Could you please try again later?
en000108_r1	Your appointment is confirmed for next Monday at ten a.m.
en000109_r1	May I have your order number and email address, please?
en000110_r1	Thank you for your patience. Have a wonderful day.
en000111_r1	The meeting has been rescheduled to three p.m. this afternoon.
en000112_r1	Could you please spell your last name for me?
en000113_r1	Our office hours are from nine to six, Monday to Friday.
en000114_r1	Please leave a message after the tone and we will call you back.
en000115_r1	Your package has been shipped and will arrive tomorrow.
en000116_r1	I will connect you to the technical support team now.
en000117_r1	Welcome to our customer service center, this is Amy speaking.
en000118_r1	Can you confirm your phone number, please?
en000119_r1	The product is currently out of stock, sorry for the inconvenience.
enmix000120_r1	Sorry, Amy is in a meeting, 需要留言嗎?
enmix000121_r1	Sorry, Amy is in a meeting, 需要留言嗎?
enmix000122_r1	Sorry, Tony is in a meeting, 需要留言嗎?
enmix000123_r1	The AI assistant system is now online, 歡迎使用。
enmix000124_r1	Vivian said the iPhone is ready, 請您稍等一下。
enmix000125_r1	I will transfer you to Vivian, 他的分機是 213。
enmix000126_r1	Your iPhone account has been updated, 請查收 email。
enmix000127_r1	Please check your online banking, 謝謝您的配合。
enmix000128_r1	I will transfer you to David, 他的分機是 456。
enmix000129_r1	Your AI assistant account has been updated, 請查收 email。
enmix000130_r1	Amy said the AI assistant is ready, 請您稍等一下。
enmix000131_r1	I will transfer you to Tony, 他的分機是 399。
enmix000132_r1	Your HDMI account has been updated, 請查收 email。
enmix000133_r1	Your email account has been updated, 請查收 email。
enmix000134_r1	The Zoom system is now online, 歡迎使用。
enmix000135_r1	Sorry, Amy is in a meeting, 需要留言嗎?
enmix000136_r1	Sorry, Grace is in a meeting, 需要留言嗎?
enmix000137_r1	Sorry, Vivian is in a meeting, 需要留言嗎?
enmix000138_r1	The Teams system is now online, 歡迎使用。
enmix000139_r1	Tony said the Windows is ready, 請您稍等一下。
enmix000140_r1	Please check your VPN, 謝謝您的配合。
enmix000141_r1	Your AI assistant account has been updated, 請查收 email。
enmix000142_r1	The AI assistant system is now online, 歡迎使用。
enmix000143_r1	Please check your HDMI, 謝謝您的配合。
enmix000144_r1	The online banking system is now online, 歡迎使用。
enmix000145_r1	I will transfer you to Grace, 他的分機是 658。
enmix000146_r1	I will transfer you to Tony, 他的分機是 785。
enmix000147_r1	Your online banking account has been updated, 請查收 email。
enmix000148_r1	Please check your Teams, 謝謝您的配合。
enmix000149_r1	Michael said the email is ready, 請您稍等一下。
enmix000150_r1	The online banking system is now online, 歡迎使用。
enmix000151_r1	Please check your iPhone, 謝謝您的配合。
enmix000152_r1	The AI assistant system is now online, 歡迎使用。
enmix000153_r1	The iPhone system is now online, 歡迎使用。
enmix000154_r1	I will transfer you to Tony, 他的分機是 134。
enmix000155_r1	Linda said the iPhone is ready, 請您稍等一下。
enmix000156_r1	Sorry, Grace is in a meeting, 需要留言嗎?
enmix000157_r1	The iPhone system is now online, 歡迎使用。
enmix000158_r1	I will transfer you to Grace, 他的分機是 764。
enmix000159_r1	Please check your Zoom, 謝謝您的配合。
enmix000160_r1	David said the HDMI is ready, 請您稍等一下。
enmix000161_r1	Sorry, Amy is in a meeting, 需要留言嗎?
enmix000162_r1	Please check your USB, 謝謝您的配合。
enmix000163_r1	Sarah said the USB is ready, 請您稍等一下。
enmix000164_r1	Your email account has been updated, 請查收 email。
enmix000165_r1	I will transfer you to Linda, 他的分機是 105。
enmix000166_r1	The server system is now online, 歡迎使用。
enmix000167_r1	The Windows system is now online, 歡迎使用。
enmix000168_r1	Your HDMI account has been updated, 請查收 email。
enmix000169_r1	The email system is now online, 歡迎使用。
enmix000170_r1	Sorry, Jason is in a meeting, 需要留言嗎?
enmix000171_r1	The Windows system is now online, 歡迎使用。
enmix000172_r1	Please check your Windows, 謝謝您的配合。
enmix000173_r1	The Wi-Fi system is now online, 歡迎使用。
enmix000174_r1	I will transfer you to Amy, 他的分機是 953。
enmix000175_r1	Sorry, Linda is in a meeting, 需要留言嗎?
enmix000176_r1	I will transfer you to Grace, 他的分機是 799。
enmix000177_r1	The Zoom system is now online, 歡迎使用。
enmix000178_r1	Please check your server, 謝謝您的配合。
enmix000179_r1	Please check your server, 謝謝您的配合。
enmix000180_r1	The server system is now online, 歡迎使用。
enmix000181_r1	Your VPN account has been updated, 請查收 email。
enmix000182_r1	Amy said the Windows is ready, 請您稍等一下。
enmix000183_r1	Sarah said the online banking is ready, 請您稍等一下。
enmix000184_r1	Your Wi-Fi account has been updated, 請查收 email。
enmix000185_r1	Your iPhone account has been updated, 請查收 email。
enmix000186_r1	Sorry, Kevin is in a meeting, 需要留言嗎?
enmix000187_r1	Please check your Windows, 謝謝您的配合。
enmix000188_r1	The Teams system is now online, 歡迎使用。
enmix000189_r1	Tony said the Teams is ready, 請您稍等一下。
enmix000190_r1	I will transfer you to David, 他的分機是 291。
enmix000191_r1	The email system is now online, 歡迎使用。
enmix000192_r1	Please check your email, 謝謝您的配合。
enmix000193_r1	The Windows system is now online, 歡迎使用。
enmix000194_r1	Sorry, Amy is in a meeting, 需要留言嗎?
enmix000195_r1	Please check your USB, 謝謝您的配合。
enmix000196_r1	The Wi-Fi system is now online, 歡迎使用。
enmix000197_r1	Your Teams account has been updated, 請查收 email。
enmix000198_r1	Please check your Wi-Fi, 謝謝您的配合。
enmix000199_r1	Sorry, Linda is in a meeting, 需要留言嗎?
enmix000200_r1	Sorry, Tony is in a meeting, 需要留言嗎?
enmix000201_r1	Sorry, Michael is in a meeting, 需要留言嗎?
enmix000202_r1	Sorry, Sarah is in a meeting, 需要留言嗎?
enmix000203_r1	Please check your online banking, 謝謝您的配合。
enmix000204_r1	The email system is now online, 歡迎使用。
enmix000205_r1	Jason said the USB is ready, 請您稍等一下。
enmix000206_r1	Please check your AI assistant, 謝謝您的配合。
enmix000207_r1	I will transfer you to Amy, 他的分機是 421。
enmix000208_r1	I will transfer you to Vivian, 他的分機是 398。
enmix000209_r1	Jason said the email is ready, 請您稍等一下。
enmix000210_r1	I will transfer you to Kevin, 他的分機是 987。
enmix000211_r1	David said the Wi-Fi is ready, 請您稍等一下。
enmix000212_r1	Sarah said the Wi-Fi is ready, 請您稍等一下。
enmix000213_r1	Sorry, Amy is in a meeting, 需要留言嗎?
enmix000214_r1	The Zoom system is now online, 歡迎使用。
enmix000215_r1	Your online banking account has been updated, 請查收 email。
enmix000216_r1	I will transfer you to Vivian, 他的分機是 513。
enmix000217_r1	The VPN system is now online, 歡迎使用。
enmix000218_r1	David said the online banking is ready, 請您稍等一下。
enmix000219_r1	I will transfer you to Linda, 他的分機是 797。
enmix000220_r1	I will transfer you to David, 他的分機是 936。
enmix000221_r1	The AI assistant system is now online, 歡迎使用。
enmix000222_r1	I will transfer you to Kevin, 他的分機是 811。
enmix000223_r1	Michael said the AI assistant is ready, 請您稍等一下。
enmix000224_r1	Sorry, Michael is in a meeting, 需要留言嗎?
enmix000225_r1	Please check your Windows, 謝謝您的配合。
enmix000226_r1	Tony said the Wi-Fi is ready, 請您稍等一下。
enmix000227_r1	Jason said the server is ready, 請您稍等一下。
enmix000228_r1	I will transfer you to Kevin, 他的分機是 635。
enmix000229_r1	I will transfer you to Vivian, 他的分機是 771。
enmix000230_r1	Please check your Teams, 謝謝您的配合。
enmix000231_r1	The Teams system is now online, 歡迎使用。
enmix000232_r1	Please check your Teams, 謝謝您的配合。
enmix000233_r1	Jason said the HDMI is ready, 請您稍等一下。
enmix000234_r1	The online banking system is now online, 歡迎使用。
enmix000235_r1	Michael said the HDMI is ready, 請您稍等一下。
enmix000236_r1	The email system is now online, 歡迎使用。
enmix000237_r1	Please check your email, 謝謝您的配合。
enmix000238_r1	Please check your USB, 謝謝您的配合。
enmix000239_r1	Sorry, Tony is in a meeting, 需要留言嗎?
en000000_r2	Hello, thank you for calling. How may I help you today?
en000001_r2	Please hold for a moment while I transfer your call.
en000002_r2	I'm sorry, the line is busy. Could you please try again later?
en000003_r2	Your appointment is confirmed for next Monday at ten a.m.
en000004_r2	May I have your order number and email address, please?
en000005_r2	Thank you for your patience. Have a wonderful day.
en000006_r2	The meeting has been rescheduled to three p.m. this afternoon.
en000007_r2	Could you please spell your last name for me?
en000008_r2	Our office hours are from nine to six, Monday to Friday.
en000009_r2	Please leave a message after the tone and we will call you back.
en000010_r2	Your package has been shipped and will arrive tomorrow.
en000011_r2	I will connect you to the technical support team now.
en000012_r2	Welcome to our customer service center, this is Amy speaking.
en000013_r2	Can you confirm your phone number, please?
en000014_r2	The product is currently out of stock, sorry for the inconvenience.
en000015_r2	Hello, thank you for calling. How may I help you today?
en000016_r2	Please hold for a moment while I transfer your call.
en000017_r2	I'm sorry, the line is busy. Could you please try again later?
en000018_r2	Your appointment is confirmed for next Monday at ten a.m.
en000019_r2	May I have your order number and email address, please?
en000020_r2	Thank you for your patience. Have a wonderful day.
en000021_r2	The meeting has been rescheduled to three p.m. this afternoon.
en000022_r2	Could you please spell your last name for me?
en000023_r2	Our office hours are from nine to six, Monday to Friday.
en000024_r2	Please leave a message after the tone and we will call you back.
en000025_r2	Your package has been shipped and will arrive tomorrow.
